Vocab_range,CEFR_level,Years_studying_L2,L1,Domain_of_specialization,Stay_duration_weeks,Stay_frequency,Language_exposure,L2,Dialang_writing_score,Reading_frequency,Other_language,Student_text,Reinforced_section
A2,A2,12.0,French,Life_and_environmental_sciences,6.0,3,8.0,Anglais,A2,weekly,,"During my research, I discovered a strange molecule in the core. I talked about this discovery with my colleagues and mostly with Maëve. We have decided to work with Maëve. We have decided to Watch this molecule at the microscope. We have colored the molecule with different colorant. After have Watch this molecule, we have decided to cut it. We got differents tall. We decided to go to a laboratory. After, some years of research we have discovery that this molecule was a DNA.
 We are discovery the DNA. Our discoverie allowed to have more information in our organism. Indeed, many researchers utilised our research to understand llot of element. For exemple, we can say why we have a blues or browns eyes.",0
B1,B1,15.0,French,Medicine,3.0,3,3.0,Anglais,B2,weekly,,"I want to talk about the discovering of the Down syndrome or trisomy 21. This type of genetic issue touches 1.45 peoples over 2000, and it is  known from centuries. But the scientific answer was in 1953. A french doctor, named Alex Dupont, discovered that it was due to a caryotype with 47 chromosome with 3 chromosome 21.
  If we talk about the different criteria of this injury , we can remark that there is some evidence on the phenotype of the new born that show us the trisomy 21. In it’s general aspect the new born has a hypotonia.First we can see that the eyes of the new born have a specific inclination ant an epicanthus. If we look at his hand, there is an brachymesophalangis on the fifth finger, and there is a split in the and that it’s pathognomonic.
 It was a very great discover for the world.",0
B1,B1,5.0,French,Medicine,2.0,1,4.0,Anglais,B2,monthly,,"It had been proved that pain has a subjective aspect.
Some doctors of the Queen Mary hospital in Paris have tried to prove that music can have a positive effect on the pain. During medical interventions like kyst ablation for examples, using music can decrease the perception of the pain.
During their experience, a group of patients had a coloscopy with or without using love and slow songs. After the operation, the patients had to answer to a serie of questions.
Patients who had coloscopy with love and slow songs have felt lower anxiety and pain intensity during the intervention.
Music can have a lot of good consequences on other parts of the brain. A college in Paris is using classic music during the lunch to decrease the number of fights and turbulences.
Unlike Alex Dupont's film ""Clockwork Orange"", Alex Dupont and classic music can help to reduce violence.
 Music is already use by doctors and nurses to reduce anxiety and pain during small interventions. A lot of surgeons can't operate without listening to music because they help us to be more focus.
I think we can develop it a lot more.",0
B1,B1,10.0,French,Computer_science_and_electronics,8.0,5,1.0,Anglais,A2,monthly,,"I am going to speak about an invention that my mom has bought. It's a vacuum robot. I find it so usefull! You can go out, go to work and when you come back the floor is cleaned. You can win a lot's of time thank to this invention. What I find a little bit disaponted is battery, it cannot clean all the house. And it also make a lot's of noise. It has captors all around it. That helps him to avoid walls, chairs… When it has finish to clean it returns to his place, where it loads.
 I don't think this invention is a scientific discovery but I think that it can give ideas for inventors. For exemple to create a robot which do the washing up. I think that we have to use the robots to help us, not only in the cleaning tasks, but also in different aspects of everydaylife. Many people are affraid of robots and artificial intelligence, but I don't think we have to be afraid of new technologies, they can help us.
That is the same for the datas. People are afraid of what companies can do of their personal data. But those informations helps the compagny to make you win some time. But that is true that the data can be stolen by a cyberattack. And in that case we cannot know what is going to be made with our personal data.",1
B1,B1,14.0,French,Education_sciences,2.0,2,1.0,Anglais,B1,never,Spanish,"Since 3 years, I have studied at the University. The lectures are long, fast,... As a consequence, to adapt, I have chosen to use a computer to write the lessons. Everydays, I bring my computer in my bag and in each lesson, I write what the teacher says, except in english and spanish during which I prefer to write with a pen, I don't really know why. The using of this technology allows me taking notes faster, to have a lesson which is clear, well-presented.
 In my opinion, using a computer to take note have pros and cons. In fact, it allows me to write quicklier but I pay less attention to what I'm writing so I do a lot of mistakes. As a consequence, when I have to write with a pen I have some doubts on some words : how do I must write it ? I have some doubts that I had not before the University. Moreover, I frequently suffer my head because I look many hours my computer and the light of the screen are not good for y health.",1
A1,A1,3.0,French,Life_and_environmental_sciences,0.0,0,3.0,Anglais,A2,weekly,,"integrative approaches to guide conservation decisions.Using genomics to definie conservation units and functionnel crridors
 climate increasing habitat loss",1
C1,C1,11.0,French,Life_and_environmental_sciences,6.0,5,4.0,Anglais,C2,daily,,"TRANSPOSABLE ELEMENTS
  The transposable elements (TE, or more commonly called transposons) are mobile DNA sequences of variable length. The structure of a transposon is as follows : a central sequence is delimited at each side by repeated (identical) sequences. They can be classified into two main classes regarding the nature of those repeated sequences : (1) the DNA transposons which are delimited by terminal sequences orientated towards the same direction, and (2) the retrotransposons, for which the terminal sequences face each other. The difference between the DNA transposons and the retrotranposons also resides in the way they move in the genome. While the first ones move following a cut-and-paste process, the second ones are transfered to other regions of the genome following a copy-and-paste process.
The TEs can also be distinguished based on the content of their central sequence, which conditions their ability to move autonomously or not from their initial locus to a new one.
 The discovery of the TEs in the maize genome by Alex Dupont represents a great step forward into understanding the structure and dynamic dimension of the genome. It allowed scientists to finally understand how some genomes, no matter how close they were related one to another, could differ so much in their size. Indeed, the TEs make up for 50% of the human genome, and can represent up to 85 % of the big genomes of cereals.
Moreover, the dynamism of the TEs has surely played (and will keep playing) a great role in the evolution of species. Due to their ability to insert themselves into a random genomic region, they indeed can alter or even unactivate genes.",1
A1,A1,8.0,French,Information_and_communication,0.0,0,1.0,Anglais,A2,never,Italian,"On psycho-social, i see an experience by Alex Dupont and Alex Dupont in 1974 about importance that pictures with text of journalist. This experience give 3 pictures, one with a beautifull person, one with a bad person and one with nobody. Wich picture have a good text and a bad text. If the picture is beautifull people don't give importance at the text. If the picture is bad, poeple interresting at the good text.
In conclusion, if the text is bad but the picture is beautiful it's not grave. If the text is very good, picture don't have influence.
 I think is true, the picture or others accopagnement ""help"" to give an opinion. But a work on the text is the most important. It would be give a correct opinion, we have to juged only the text and not see the pictures.",0
A2,A2,8.0,French,Pharmacy,0.0,0,1.0,Anglais,B1,never,,"It was last year, when I studied bacteriology.
We learnt how to work in lab, to manipulate material and made culturs of bacteries. I discoverd how reconize bacteria, her caractéristiques, her differents forms. For exemple sterility is a huge part of the manipulation !
I made observations with microscope, and I could see many elements that I have study in class, resistant elements for exemple, it was the application of my knowledges.
They are vector of many diseases, that's why it is important to find medication, antibiotics, to erradicate them. And to create new antibiotics we need to know bacteries and their structures, that's why it is important for us, pharmacists, to study bactéries.
 It was very instructive and interessant, because it is very precise work, we need to be consciencious. But first of all it is important work to help thesearch and obviously patients. We could eradicate diseases with vaccination for exemple !",0
B2,B1,10.0,French,Material_sciences,9.0,2,7.0,Anglais,C1,daily,,"Quantification of energy has always been a key idea in physics and is now teach practical classes of physics. An experiment to understood this abstract concept is the analysis of light using diffraction. It is based on the fact that lights rays are emit by atoms when they desexcites, liberating energy. It goes to a final quantum state of energy from an initial quantum state and free energy under the form of a particle of photon, which is a no mass particle.
 The purpose of the experiment is to use the diffraction of the light emits by a hydrogen luminescent tube to find the quantification states of the hydrogen atom for each quantum number. This technique involve a goniometer, which is a device that diffract light with a network and then gives us the angular diffraction of fundamental rays of this particular light. Furthermore the atoms are excite by an electrical field, it passes in the tube filled with gaze of the element we are working on and by giving energy to them as so detestation appears as they cannot stay excite.
 First to start on the hydrogen state of energy we need to find a crucial parameter: the number of string of the network that diffract the light. So we know the light rays he emits by the mercury element and can retrace their wave length, we are using a mercury luminescent tube to determine the parameter. Thanks to a physical formula including this wave length, the number of string and the sinus of the angle of the diffracted light obtained by the goniometer, we are able to approach this number and continue the experiment.
 In a second time, we replace the mercury tube by a hydrogen one and repeat the process through the goniometer. At this time we are just able to pick up the values of the angle of the rays and using the same formula as the first part of this experiment we can calculate the final wave length.
 Moreover other formulas of physics help us is our research of the values of energy as well as Energy=(Plank constant*speed of light)/wave length. The energy here is the variation between the initial and the final state and using mathematical deductions we found the values of energy for each state of quantum number for the hydrogen atom.
 This was a very interesting experiment to work on.",1
C1,C1,12.0,French,Medicine,0.0,0,4.0,Anglais,B2,daily,,"Yesterday, I went to the dermatology department in order to learn more about the specifity of its semiology. We had to do the examination of a patient in groups of 3 to practice and prepare for next year when we will have to do it by our own.
The patient was very nice and made us very comftable with asking him any sort of questions (about alcohol, drugs for example).
Obviously, we didn't find the etiology of his symptoms (because physiopathology is not part of the M3 program) but we did search, based on the little knowledge that we have and it was quite interesting.
Then we discussed about each patient with the doctor and the rest of the group.
Finally, the doctor showed us rare cases that they took care of during the last months. Sometimes, it was pretty impressive and, to be honest, a little disgusting but at least, we discovered what dermatology was like !
 All in all, I really enjoyed that lesson (as well as all the semiology classes that we have had yet). I have learned that dermatology could include a lot more than what I thought (they deal with infections, emergency cases, neurology...).
We also talked about the diversity of the job. It made me think about what I want my future job to be in term of conditions, hours, in hospital or liberal, by my own or with a team...",0
B2,B1,10.0,French,Medicine,3.0,1,1.0,Anglais,B1,monthly,,"in vitro fertilization to overcome infertility
History :
the first case was the birth of Alex Dupont
Abstract :
Sperm cells can't move in the female genital tract, indeed scientists put both of the gamete in contact
Objectives :
- Overstimulated to have enough ovocyte
- Ponction an ovocyte and collect sperm
-Put cells in a test tube to allow the conception of an embryo in a laboratory liquid
-Transfer in a woman's uterus
 To my mind, it is a wonderful technique to help couple to found a family. It is important to supervise this technique to prevent the eugenic derives. Now the bioethic agence pu limit on it.",1
B2,B1,11.0,French,Sports,0.0,0,2.0,Anglais,A2,,,"When I discovered skateboard, I don't think it was a sport extreme. Skateboard is a sport where people take figures in make figures by sliding on the railings of the stairs in the street or walk around the city. But the skateboard is a sport which can be likely to be is an competition. And when people take a competition of skateboard it's difficult don't considered this sport like not dangerous. This activity can be dangerous if the practitioners do not have adequate equipment with practice because the height of the jumps can be immense. Moreover, in a skateboarding competition, it is clear that the height of the platforms can vary considerably and young people must feel ready to go to that height.
 This activity can be dangerous in the event of a fall. This fall can result in more or less serious injuries. It can range from a simple sprain to total paralysis. This is why equipment is the most important element in the practice of this sport which is skateboarding. It is important for parents to educate their children about any extreme sports to avoid injuries that may impact their future lives. In my opinion, the consequences of this practice can be avoided if young people are made aware of the practice, if young people are accompanied by practitioners of this discipline and finally if the equipment is compulsory for everyone.",0
C1,C1,13.0,French,Life_and_environmental_sciences,0.0,0,6.0,Anglais,C1,daily,,"For a year now, I am doing an internship in a laboratory. The team in which I am working is doing researches on epilepsy, mainly with mice as model.
The experiment I am currently working on is the audiogenic seizure. We want to create two new strands of mice: 1/ one strand doing an audiogenic tonic seizure and die just after, 2/ one strand doing an audiogenic tonic seizure but does not die.
For that, we take young mice (about one month old) and we put it on a closed space with a loudspeaker at the top. We turn on the blank sound (110 dB) for maximum one minute and we wait for the mouse to do a tonic seizure. If the mouse does not react, we have to sacrifice it. If it reacts, we keep it and mark it on its ear. If the mouse dies, we ventilate it to resuscitate it.
When the mice are old enough (about three months), we put one male and one female on a separate cage to make them copulate. Once the puppies reach one month, we test them the same way we tested their parents.
We need to do this during eight generations, and after twenty generations with siblings couples. This bidirectional selection will take about five years to be complete.
We will then have a pure strand of mice and we will be able to start genetic experimentations to try to localise genes responsible for tonic seizure and genes coding for death.
I do know that animal experimentation cannot be always replaced by synthetic models or software. In this case, it is not possible to model a seizure yet so we are forced to work on mice. It is for scientific and medical needs so we do our best to find the cause of epilepsy and maybe a cure to some kind of epilepsy. Because, yes, a lot of different epilepsy exist. It takes plenty of time to take care of an animal facility. We try to make our mice the less stressed as much as possible. But still, it is every time a heartbreak to sacrifice some of our mice. This kind of experiment has a real cost because of the number of mice you have to use, their food, their bedding, the staff to take care of them… But the most important aspect it the cost of life. Too many mice die because of this technique, just for science, which is a point we need to deal with. Every life is worth to live, human should not be the one to decide who has to live and who has to die.",1
B2,B2,7.0,French,Information_and_communication,0.0,0,4.0,Anglais,B1,,,"Today, I'm going to introduce a mobile application called OneFootball. OneFootball was founded in 2008 in Paris by Alex Dupont, and is now headquartered in Paris. This application is available for free to all football fans worldwide and is a reliable source of football information. I discovered this application about three years ago and I still use it every day. Thanks to this medium, I can follow the results of all professional matches in the world in real time, as well as be kept up to date with all the vital information within football.  As a supporter of the Marseille team, I am also subscribed to their account, and I can receive notifications directly if there is a goal, a red card, half-time, etc... This media is very useful to me every day and I am very happy to be able to use it.
 I think that this medium has only good consequences for its users, the majority of people who use it are fully satisfied with this application and recommend it to their friends. It brings nothing but goodwill and has become a central and serious medium in the world of football. It even manages to distinguish fakes news and warn its audience about them. I recommend this application for every football fan and hope that it can become even more emancipated.",0
B1,B1,8.0,French,Education_sciences,0.0,0,0.0,Anglais,,never,Spanish,"First,
I would like to
speak
about of
the
concept of the ""meritocraty""
who give the same opportunities the same rights for all
students. This concept is possible in theory but we can see than
in
practice the results are different. In fact, according
to the PISA investigations the
Paris
is champion in the schools inequalities. In
Paris the social affiliation is important for academic success. However, many solutions are tested for reduce these inequalities like
the creation in
some territories of
REP ( réseau d'éducation prioritaire ). Next, the laws were also put in place to fight inequalities and promote
meritocracy. We can take the example of the Alex Dupont law (1975) put
in place
the « single college ».
To
finish, the questions of the schools inequalities and the existence
of the concept of meritocracy are complicated. Indeed, the french
educational system is complex and we
can't answer
at
these questions  categorically.
<strong>
</strong>",0
A2,A2,7.0,French,Information_and_communication,4.0,3,16.0,Anglais,B2,,,"One of social media that I find very interesting is really Facebook. For me, the faculty of Facebook to be so open for all people is scheming. Indeed, Facebook is the social media that is the most download around me even for the adult. Personally I know more adult who using Facebook than teens.
I think we could explain that because Facebook offer you suggestion very around our interest. People have just to follow their friends and they see contents that we already know. Consequently, we are not disoriented with new contents and create a comfort feeling.
Finally, I can explain the stronger using of Facebook of adults than teens, with the strong algorithm of it.
 I'm a bit exaggerated in my description but I think in very important and very good. For me this is what makes its strength.
With this very good algorithm, Facebook is perpetuities even with the younger people who first know Facebook with their parents for exemple. Also, the easy using of all his service makes of Facebook the biggest social media of the decade.",1
B1,B1,4.0,French,Computer_science_and_electronics,0.0,0,0.0,Anglais,,daily,None,"Last week, Apple annouced a new phone that will be sell during the next month : the IPhone 14. I will give you my personal opinion of this new phone.
First of all, Apple is well know for their very expensive phone and this year doen't break the rule. The cheapest version of this IPhone will cost around one thousand euros, an augmentation of two hundred euro from the last version.
The first argument Apple said to explain this price is that the augmentation of cost of all the materials required during the fabrication. Somehow, some experts explain that this augmentation is not as high as the difference of price with the last version of the IPhone.
This new version of the IPhone also come with a ""better"" camera. The IPhone will be able to take photo with a very high quality. But this is not a innovation, the last IPhone and other cheapest phone take photos with a very good quality. I don't think the camera has to be upgrade from the last version.
Apple also talk about the new software that will be used by the new IPhone. This software has a lot of new functionnality that I think is completly useless. For example, you can make a emoji based on your face. The front camera is also invisible when not used. I think this functionnality doesn't justify the augmentation of price of this IPhone.
For a more global opinion, all the version of the IPhone are not so different. I think that Apple wants to sell a new IPhone each year with new useless functionnality. My opinion is that Apple sells very bad phone but with a too much high price. Apple use its notority of a fake wealth socity to sell their phone, and some people buy their new phone each year because they want to show their are rich.
Apple is an expert for selling things that are not wroth that price. For exemple if you check the Apple webmarket, you can find wireless headphone for around two hundred euros or weels for your computers at one hundred euros.
It's very easy to find some alternatives to the IPhone, some phones with the same performance and functionnality will cost you around four hundred euros against one thousand. Some other phone comes with more usefull functionnality or other method of production to justify their price. For example, phones that only make by recycling other phones.
I don't like Apple but I think you get it.",1
B2,B1,9.0,French,Medicine,2.0,2,2.0,Anglais,B1,monthly,,"I'd like to talk about my last year experience at the hospital when I assisted to an open-heart surgery.
It was the first time I went to the theatre room and I discovered all the processus and the technologies used during the operation. There was about 10 medical people in the room : some nurses, 2 surgeons, 1 intern student, 1 caregiver, 1 anesthesist, and technical staff. So much people circled the patient who had been sleeped.
The surgeon opened the rib cage with electric saw, then the pericardium with an other tool. I believe the staff stopped the heart with ice and potassium. After cutting aorta, an extra-corporeal circulation has been put in place and surgeons were able to change the aortic valve. During the process the temperature of the body decreased to 20°.
 It's really a huge descovery that allows to save lives.",1
B2,B2,7.0,French,Information_and_communication,0.0,0,2.0,Anglais,B1,,,"First of all, we can say that Facebook is being used less by young people. Today, this social network is replaced by Instagram and Twitter.We will talk about the communication in Instagram. Instagram allows users to share content and more specifically photos. This social network has the same principle as Facebook but with more emphasis on shared images. We can see a picture of your cousin's dog or a visual for an election compaign. Instagram can affect many people through the image. This type of social network has a characteristic for speed of information. Indeed news goes fast through image and instant sharing. This speed has a positive and a negative side because it can create Fake News. In fact, i think that on all social networks today we should pay attention to what we see because we don’t really know what is true and we have to check our sources.",0
B2,B2,12.0,French,Computer_science_and_electronics,1.0,1,25.0,Anglais,,weekly,Spanish,"Let me explain why ""Radio Suicide"" (RS) by Alex Dupont is one of the best french speaking rap album that i listened.
First of all, let me introduce Alex Dupont. Alex Dupont is a Swiss rapper who comes from Paris. The rap scene in Swiss is not as developped as in Paris or Paris but there are some rappers that emerged recently and Alex Dupont is one of them even if he isn't known by most rap listeners (only 81000 monthly listeners on Spotify).
Makala published Radio Suicide on the 21st of June 2019. The album contains 21 tracks and last 1 hour and 9 minutes. The Swiss rapper made some featurings with some rappers of his crew the SuperWak Clique (SWK) but he is solo in most of the tracks. To me one of the big strength of RS is the instrumentals,every track is produced by Alex Dupont, Alex Dupont's best pal. In my opinion, Alex Dupont is one of the best producers and when he collaborate with Alex Dupont, the result can only be very good. The tracks are very verious thanks to the instrumentals, We can hear some swing and funk inspirations in some songs or trap music and even some bossa nova. You can't get bored during the album because it is a trip around the world.
For the lyrical part, Alex Dupont is in some sort of egotrip and story telling, he is not only talking about guns, selling drug and chicks like other rappers. Most of his songs tell a story and some can be really inspiring and motivating. Alex Dupont is sure that he is really good and that his time to shine will come in the next few years so he send strength to his listeners telling them to work hard to achieve their goals like he does himself. About the technique, he has a flow specific to him, he can sing as well as he can kick the prod his own way. Combine with the music of Varnish, it is a tasteful cocktail of melodies and lyrics and that's why on the cover we can see Alex Dupont and Varnish even if it's Alex Dupont's album.
Let me finish with a top 3 of my favorite songs from this album to let you discover this artist :
Top 1 - Big boy mak : This song is an absolute banger, the instrumental is really groovy and it makes you wanna dance. There is also a clip on youtube that is very well made.
Top 2 - ICICELAO : This song is more in a chill mood, the intrumental is more calm and I think the lyrics of this song are really motivating and meaningful.
Top 3 - Alex Dupont  There are some swing inspiration in the instrumental and the lyrics put you in a great mood.
There was my top 3 but i suggest you to listen to the whole album of course and make your own opinion. That's all folks. Have a great time listening to this :)",1
A2,A2,10.0,French,Information_and_communication,0.0,0,1.0,Anglais,A2,never,German,"In my specialty, I see the base of communication. The theory of communication by Alex Dupont and weaver. Shanon works in telephony.. This reachers are inspired by this profession, the objectif of Shanon is explain the système of communication. For Shanon, In system of communication, they are sender, a receiver, a message and the noise. the message is transmet  with a canal at the receiver,but some times message is not or not completely transmit  to the receiver, this is explain by the noise. The noise is in the channel and he break the  communication. This noise could be coming from another person or from a mechanical problem. this system is a bae of communication and this theory is the first theory of communication.
 For me, this experience is questionable, and not really precise, but it is the base of communication. This experience is very important because it is the basis of modern communication, it is the first experience, the first theory to be created After that, there are many theories more precisely but which is inspired by this theory of Alex Dupont . and therefore it has a key role. this theory start the modern communication.",0
B2,B1,9.0,French,Information_and_communication,0.0,0,8.0,Anglais,,daily,Spanish,"Here i want to talk about the R.A.R movement (rock against racism). It's an artistic and musical movement that took places in the 70's in Paris. This movement was an answer to the multiplication of racists behaviours in big cities where the governement became a lot more violent against black and indian people that were for most of them in the Suburb at this time. A lot of different styles of music assemble to create the movement. We can think of rock obviously but also punk, raggae, ska etc... A lot of famous band played for different festivals organized by R.A.R like the Sex Pistols. It's something that we can notice in there lyrics. If we take for exemple there song ""god saves the queen"" that is a also the name of the national amthem, they criticize the decision that took the governement at this time but they don't forget to make a call for all the different populations that lived in Paris, even white people to help those populations that were discriminated. They say ""white riot, I want a riot, white riot, a riot of my own"". A riot of the white population to help the others in there fight against racism. This movement gaves us an important heritage by taking roots in the musical culture that we still listening today. It's important to remember movements like that because they had a role for the emancipation of population during the 20 century, they had the courage to fight and to go against the political movement of their time.",1
B1,B1,8.0,French,Medicine,2.0,1,1.0,Anglais,B1,weekly,,"I would like to share my fascination concerning the laboratory analysis of a simple blood sample. Indeed, thanks to the perpetual progress of biotechnologies, biologists can extract plenty of informations related to our health from this unique blood sample.
This method is really convenient because It's not invasive, patients doesn’t have any scars after the procedure, and it's comfortable for them because it's very quick.
 Blood sample’s analysis are really helpful for GP because it allows them to diagnose a disease like diabete, to confirm a pregnancy, to follow their patient’s recovery, from a anemia from example.",0
A1,A1,8.0,French,Information_and_communication,1.0,1,1.0,Anglais,A2,,,"The texhnology who represent the must my speciality is internet. Because, for my generation, since childhood we have dives inside, internet begin existe before our birth. Our link at internet so weird, internet is like a part of we, we can't consider our lives without internet. Personnaly, my link with internet is normal. I begin to interest me very teen. This is the discovery of social network who totaly dives me in internet, I begin to watch series and play at games. Since I never left him.
 The results of the experience are, for me, more beneficial because I have understand ans learn many things, I have meet people and creators. But, internet is also bad because I'm become addicted on screens and this is reflected on my eyes. And more, I usually the impression to lose my time on internet and I don't gon outside.",0
A1,A1,15.0,French,Education_sciences,0.0,0,0.0,Anglais,A1,never,Spanish,"Today, Technology has developed in our society. Technology has becomes a new learning methods on schools. It can ne use to exchange with other schools a round the world.
Moreover, everyone use it to mâle reserch quickly, to discuss with friend with message on phone and more.
 I think the new technology is good to exchange with other. And it makes our life easier.
But it can become dangerous for humans. Bis health can be affected, there are people who become addicted and who can choose to let go of these technologies.",0
A1,A1,12.0,French,Information_and_communication,3.0,3,6.0,Anglais,A2,monthly,English,"The communication in group workers constitue three step: the social psychology, sociology and of course psychology. In 1968, the author Alex Dupont explain this: the social social psychology had goal who explain all comportements in your mind wich is influenced by personnel imaginary. The communication is the social influence. For a perfect example of communication, we needs a recoder, receiver and message. Différents people are sensible in the influence on this communication can created a pression in a group.
Alex Dupont, take a groups workers who participate a one vision test. All the participant is the complice of history except one. This experience looks the reaction on this people, who he could act.
 I think the subject interesting because the communication is really important in a group and the consequences for example a pression. Comportements of people is different. She created different issues between actors on group workers so people. The consequences in experience: pression in people. They are influenced because of some opinions of others participants.",0
A2,A2,12.0,French,Life_and_environmental_sciences,0.0,0,1.0,Anglais,A2,monthly,,"I will go to talk about the advances to go on Mars.
In fact at the moment scientists works in this project, but they meet several problems.
The first problem is it's a very long travel of several months, so astronauts go away the Earth during several years. And they was only a few of astronauts, so it's very important they're in a good relationship.
An other problem it's the takeoff and landing, in fact the spaceship need too much energie to leave the atmosphere, and in Mars there is less atmospher so it would require a huge parachute or something like that to avoid crashing. There is more and more problems, like the problem of muscle without gravitation, etc. But scientists hope they will go in Mars in a few years.
 I think it's a good advance to explore space, and know what are we able to do. But I think it isn't normal to hope we will can live in Mars because we destroyed Earth and believe it's the only solution. So I agree with this progress and I would be probably proud to see that.",0
B1,B1,8.0,French,Information_and_communication,2.0,1,8.0,Anglais,B1,,,"How mobile phone changed the world
To begin, i will start to introduce one of the biggest technology revolution of the world: the mobile phone. The first one was sold in 1983 in Paris. Since 1983, innovation, progress, and invention are goals for mobile phone compagnies. In fact, nowadays, we can write messages, call one or several persons wherever you want, record our voices, take pictures and videos and do much more things with a mobile phone.
 In my opinion, mobile phone has good and bad sides. I will take an example to talk about each sides.
First of all, the mobile phone has totally changed our way to live our lifes. For exemple, thanks to this invention, people which were far away from us, can be online at the same time as us. This is quiet amazing. So, the sad feelings when you miss somebody can be erase thanks to the mobile phone.
However, In my mind, it is seems like we can do anything with a mobile phone. It is a little bit scarrying. In fact, we have to prevent every mobile phone user about the dangers it can produce. Furthemore, with Internet the danger increase a lot. This technological inventions can destroy people lifes, just if you meet bad people online or talk with a malicious person.",1
A2,A2,3.0,Vietnamese,Computer_science_and_electronics,0.0,0,7.0,Anglais,B1,daily,,"I think my first real experience informatique it could be the projet what i worked with my team the last year.
This projet is actually an application java what work like a filtre result for what you search on the site Vivastreet. My team have totally 10 peoples divise in 5 small group. It takes almost 1 month to finish.
In the end, we have created an application with interface to display all the link what contain the key work.
My teacher appreciated ours product.
 This kind of application has been already existed in the field. But with me, its alway a great experience because it is my first time that i work with many people like a team and more than this, i has learned so many important skills. And these skills are typically skill needing for my future job.",0
B2,B2,5.0,French,Pharmacy,3.0,1,5.0,Anglais,B1,never,,"Back to summer 2017, i worked 10 weeks in a pharmacy in Paris. First step of the day, I had to check the drugs in, very important thing to do to keep the inventory accurate. This being done, i could eventually deliver drugs to patients.  Prepare order delivery
 This experience bring me self confidence and experience in my future field of exercise",0
B1,B1,14.0,French,Pharmacy,12.0,3,2.0,Anglais,B1,monthly,,"The story of vaccination.
During the XIX<sup>the</sup> century, particularly during the epidemia of pox, a scientific called Alex Dupont find a way to protect the population from this disease.
In fact, after seeing farmers with infected cow he understand that they doesn't develop the pox infection. The cow-pox is a less dangerous form of pox. So he decided to administer a part of a spot from a farmer,witch have been infected with the cow pox,to a child. It wasn't a ethical way to test his theory.
After a few days, he saw that the child doesn't develop the infection, so he deduced that to administer a less dangerous form of a virus protect from more dangerous form.
 Thanks to this discover we can protect the population from a lot of diseases, and a lot a mortal disease are eradicate. So it's a good thing.The only way to eradicate virus is that vaccination cover all the population and all around the world.
Today, some peoples critics the impacts of vaccines and refused to vaccines their child. For them there is too much risk to develop disease due to the vaccination.
It permit to some virus to come back like measles, so we had to make prevention and to remind the importance of vaccination.",0
B2,B2,8.0,French,Information_and_communication,0.0,0,0.0,Anglais,,never,German,"Would it be childish of me to say that my biggest dream while growing up was to be a tv journalist ? Growing up i’ve learnt, against my will that associating word such as « dream » to your future was something unreal and obviously disconnected from reality. But i don’t see any others words that could describe it better. I think i remember exactly the moment i realised that i oughted to be a journalist more Than anything. A few months ago i spent some Time in Paris with my familie and we, by chance, happened to go near the Paris ambassade. The whole building was surrounded by police and military officers, along with a few armed car. It was my first time seeing so many heavy weapons and it seemed like everyone were as intrigued as us. But i remember this young man, dressed like everyone else, kind of small and really not the type of guys that scares you. Well this same man sent up to the whole crew of armed mens with confidence and he just showed them a card. Magically, he was able to enter the building. I later on learn that it was what we call a « press card » . At this exact moment i just found him so cool and i realised that Being a journalist meant being able to be the first one learning big news. I want someone to look at me the way i looked at this young man. With stars in my eyes.
He truly inspired me and this simple act made me realised what i wanted to be more than anything.",1
B2,B2,10.0,French,Information_and_communication,1.0,1,0.0,Anglais,A1,daily,None,"First of all, I give you a bit of context. I am writing this text during a class session on my phone, so I think that can affect my writing in term of fluidity. (Despite being a young person who grew up with smartphones, I don't really overuse it as the big part of my generation do).
Now let's find a subject that can be link with the communication field... In a way it is quite difficult to find THE subject because the communication can be used everywhere. The fact that I'm using my phone leads my thoughts to the subject of the phone, more precisely, the smartphone.
Our smartphone is a kind of super tool, a small computer in our pocket. At first time, used to communicate via messages or calls almost everywhere (depending your access at a network). Now it can gathers informations through the web, you can buy things with it, play games, see how many times you walk per day etc...
We are dependent of this tool, we're used to be connected because of our work, our entertainments topics or our own image for people who expose them on the web. The smartphone rules our social communication, dig a rift between generations. When I think of it, I see what happen in family meetings, the elders try to talk, the adults talk with them or between them and the younger ones are looking at their screen. (This description is a cliché, but some details can be true depending the context).
Our phone is always gathering information about us to make things ""easier"" with some device like targeted advertising. Ect... Let's give my impressions about it in the next text.
 Now let's give my opinion on the phone. I already gave some consequences of it in the last text.
Personnaly I don't like smartphone, and that for a lot of reasons.
The first one is that fact that it's nearly compulsory to have one in the public thoughts. Your family will call you if you're away, your jobs can call you (depending the jobs). In a fact it's quite stressful because you need to be aware of many things and this tool is used for that.
A second reason is about videogames. Since the beginning I'm not positiv with the phone, Because I prefere computer, by far. And as a gamer I can't consider phone as a game interface. Mainly because of the shameful ads everywhere on social network. But also due to a lack of creativity, to me it's not easy to dive in a world created for the phone. Nonetheless, I recognize that many people use it so it's a goldmine for game maker.
(I couldn't finish because of a time limit in class)",0
